"","Overall","Overall","Overall","Overall","Overall","Overall","Overall","Overall","Overall","Overall","Overall","Overall","Overall","Overall","Overall","Overall","Overall","Overall","Overall","Overall","Overall","Overall","Overall","Overall","Overall","Overall","Overall","Overall","Overall","Overall","Overall","Overall","Overall","Overall","Overall","Overall","Overall","Overall","Overall","Overall","Overall","Overall","Overall","Overall","Overall","Overall","Overall","Overall","Overall","Overall","Overall","Overall","Overall","Overall","Overall","Overall","Overall","Overall","Overall","Overall","Overall","Overall","Overall","Overall","Overall","Overall","Overall","Overall","Overall","Overall","Overall","Overall","Overall","Overall","Overall","Overall","Overall","Overall","Overall","Overall","Overall","Overall","Overall","Overall","Overall","Overall","Overall","Overall","Overall","Overall","Overall","Overall","Overall","Overall","Overall","Overall","Overall","Overall","Overall","Overall"
"USODEBIOFERTILIZANTES",0.719643465581261,0.984008104423042,0.648763329946747,1.32593591591041,1.35503231191031,0.889151555936561,0.62215328518187,0.602058001326963,0.959112482575916,0.950587303403238,1.17578343868587,0.235079932766267,0.640375639882425,0.795801694822383,0.675962962805141,0.948347420630722,1.27693584933283,1.07526528119743,1.15216709848558,1.09177305225162,0.612760258698212,0.850998586701972,1.24554763799893,0.730810583325905,1.38221702304445,1.23390493189934,0.820858262074054,0.90009872017427,0.928720754560538,0.505374577628747,1.03600855334586,1.04331782467223,0.749151013531004,0.497607880771681,1.06368635175292,0.907758498390911,0.859847679447545,1.28388818325038,0.795321815392059,1.25638161933364,0.928254978269853,1.02700277983246,1.23179582384147,0.488507691763163,0.975532306993541,1.29690716039671,1.2796222013018,0.613323999640687,1.14860734466743,1.03217547329499,1.15137152704714,0.93882189707548,1.01575616380328,1.16912678991484,1.1781368331823,1.31527242161373,0.894879113478625,1.30280603936472,1.03861039880737,0.986418915633456,0.771761006105396,0.842265360893837,0.211417064757102,0.984141336740006,1.10604377163061,1.15652763532503,0.927315487614146,0.423845879598534,1.06734867155985,0.944401203122746,0.851764763299125,0.963598035731128,1.07075282940951,0.8633959816233,0.984915032345073,0.599662071811572,0.90657595071502,1.30601425613479,1.0765380111228,1.31833726087721,1.1471716594985,0.794969966416555,1.02866895337809,1.2046927240785,1.03794218201138,1.27402187129541,0.9971862539623,0.958214021171566,1.15236579376763,0.758581443453493,0.959344571829887,0.900609765789106,1.13593203184706,0.995687909905329,0.220334950971365,1.16820635341738,1.16293730683189,1.55397316424729,0.937048716827114,0.947335973529828
"USODEMEJORADORES",0.582546510634934,1.05142996664553,1.68123315710358,0.796084687383107,1.32518220907576,0.782967051418904,0.669595152176466,0.2155401399432,0.626558129729671,0,0.806799812616069,0.681534460530071,0.32234000905393,0.674893512200084,0.8073115290738,1.27753046734133,0.357976518817199,0.737522442025291,0.298277421001182,0.912186288669625,1.20065093114848,1.07214498822176,0.970299832809608,0.514563497980594,0.935494642617685,1.08848169753197,0.666311823661104,1.01052428346621,1.01680332211521,1.03330125167549,0.725763983367863,1.00504194429274,1.05089669669165,0.979620058203357,0.638495724305782,1.17755708076013,0.664699178948993,0.890941475582687,1.0196355685285,0.736976233861874,0.935335714294054,0.503651972495666,0.993705051763599,0.852226379296425,0.779788668414493,0.802507868326519,0.827898860195238,0.128794901566127,0.838177446441608,1.20491875698978,0.772658252315893,0.18086168554886,1.45808009406691,0.776108956477734,0.90719353778702,1.25556634171905,0.94066040867164,0.720696768841473,1.03007844089313,0.558800966316525,0.618871984979612,0.318598101345394,0.612497667635722,0.879689114795236,1.38519665987069,1.20024665893584,0.482212577043146,0.578436630207532,0.979594243173557,0.604919671712153,0.691576541437098,1.53173636080398,0.945655938066231,1.22642607053441,0.940456528905047,1.21534391273717,0.349415784283729,0.83208872205327,0.357766022255437,0.784246798278946,1.24250610624195,1.20757758315492,1.01474392744149,0.910654537775751,1.10005905992306,0.841272916626481,0.837686803651643,0,0.801729618525494,1.60031243584667,1.24131321734546,1.15306497529272,1.04535619825957,1.1040351888193,0.851216671334421,1.15418014846966,0.810838333230978,0.786138924260229,0.959474107220449,0.691522549195424
"CONTROLQUIMICOMALEZASDESPSIEM",1.47122493152367,1.51992992701892,1.64865824804257,1.55017496980461,1.49088010633621,1.33811746391834,1.70950086066295,0.965871181127565,1.41146637549143,1.13188685820359,1.56315921493841,1.05288765837247,1.1937462738299,1.48826196455776,1.34273092976172,1.5235684770049,1.29220886033761,1.44499076761137,1.12719711692239,1.38180848072393,1.80876325333951,1.59995371681959,1.34045378971189,1.16012530275521,1.75454966985759,1.31686355515494,1.05380498621471,1.37145317548097,1.70260470839309,1.31156441623424,1.27678944670552,1.19602292482807,1.46917954063042,1.19895058297211,1.12435043737314,1.44296693232021,0.990088796951569,1.70385784363185,1.38555867177454,1.38217242237729,1.58851521880743,1.51577345422175,1.52630465611341,1.27226274131357,1.61550680644787,1.76602600877078,1.67133427983142,1.58353796408459,1.60646003723408,1.40359673246646,1.44611128662899,1.36853895964769,1.52989345243762,1.47922082573484,1.36819098537129,1.36784413539096,1.6622702236674,1.35063972463566,1.5930088180724,1.04204339466874,1.26663350897343,1.37832499100688,1.21599843450105,1.03151618105868,1.37150632893303,1.65341037927103,0.850838124055526,1.85205448838189,1.54332650162754,1.19101550395135,1.35399716713776,1.74402491550571,1.40266227968509,1.50109881891912,1.53531384565038,1.48225069991807,1.55128630047043,1.35025520667295,1.2361974356165,1.519233095647,1.35185857263614,1.48442419259717,1.2746417128091,1.3750229718715,1.61259572531387,1.49042257064756,1.31816048170686,1.21427189885603,1.71303150552744,1.18217481035841,1.14291270524877,1.55787353288955,1.4995408197753,1.47815297139425,1.19585119296749,1.45324895884192,1.20734240532754,1.52980061892456,1.56220613517317,1.28177758090724
"INSECTICIDA",4.20682337437869,2.99309652749242,2.69946175337008,2.81994985832333,3.17159038636576,2.26637355460408,3.52569113944005,3.07283128597969,2.94051517933612,3.69778833161964,2.93986269670203,2.35220871807099,2.66794345412489,2.61224134471417,3.34586917065835,3.11842366878897,3.48634551060555,3.87355657578235,3.01274696689332,3.70613212204586,3.14375299410203,2.85901981135765,3.1830884475401,3.07187339474052,2.88422298259745,3.3825061684284,3.57563637496343,3.65415693798779,3.21638555095827,3.02235480104614,3.04061760218866,3.15001265893417,3.44806607076366,2.99106508985156,3.26918333415795,2.38457263162378,2.81942592781047,3.50826184188208,2.81283319896036,2.93061806538795,3.05430125264676,2.77766343050205,3.31167838210345,3.97298812671547,2.19801312613,2.28841604707039,3.25143699111901,3.16351419043968,3.20175552903872,3.07807049665054,3.54796375261764,4.84013020665351,3.50888751721269,3.63470024338924,2.65536594423247,2.79323701748524,3.4670663401188,2.75820176421293,3.38617443572261,3.16709466517555,2.47955450104055,4.67608607398663,2.84466677137062,2.97151134157184,3.37560188091612,3.10067393258268,3.19844939306867,3.9378017776154,3.11262315861677,2.23513941524414,3.30832417528222,3.5547865964909,4.49990934287749,3.04819030252119,3.57476277876729,3.51828666331992,3.05535029710617,3.37878563054793,3.34374423518588,2.37360937630536,3.82847855605432,2.67465306331769,3.47748985268544,3.52109744808754,3.04093928292957,2.82440368209818,2.65549905912657,2.7261336689529,3.33701004823524,3.00999551864239,2.31314156108626,3.55492780871959,3.42435105274155,3.51296276705831,3.00032530366155,3.56856645636034,3.82785035105771,3.0524264362322,2.26515622605988,3.27476891091125
"Escarda",1.56237201140193,1.2145384676272,1.67776139925561,1.54933055983793,1.75104224826402,1.22555331709838,1.26247288652629,1.69180979106579,1.15359570882661,1.08099294717851,1.56996550220716,1.3366212914413,1.16567174518999,1.43243757506247,0.846999466721592,1.43926929853103,1.40010408346785,1.54147244649483,1.34178009115052,1.2492329502694,1.40088837445372,0.841213036786561,1.44617132923057,1.28248939232913,1.36508950380797,1.45378440926163,1.75033049744195,1.14683689864979,1.79392216496753,1.54344227208467,1.2628101562793,1.59823677131994,1.03656739402013,1.34613386928921,1.16970175587935,1.42742862113201,1.4417689540171,1.52079688679098,1.81805456489477,1.47428573752344,1.44678088347113,1.30992089596699,1.45665102731357,0.947307070569135,1.26797562139551,1.34452580905289,1.22286161239479,1.39669073257604,1.33041460345901,1.10476362983779,1.8966554143158,1.43999443664084,1.62869643052187,1.1334927909854,1.64489214129917,1.21364860475282,1.87254302955613,1.49809328561469,0.930333365138065,1.44272384436799,1.08199007981555,1.85145770728779,1.0474860358781,1.41492326022801,1.24556647381599,1.19785425918374,1.86885202722786,1.60014525650139,1.77396102072166,1.16257215662772,0.828859047835969,1.76497351789249,1.29079832477881,1.91544252310648,1.14436061926342,1.45089452241043,1.44303196087345,1.27451865739409,1.24510753028525,1.74106128169173,1.34437866493945,1.12591383822846,1.76938197672115,1.71886203207918,1.10966589835771,1.23749331136874,1.14857995881826,1.89989100993392,1.38546591646078,1.19059165849059,0.673269685621104,1.20942027339821,1.45436558085729,1.24779373908876,0.916360210638018,1.35699430398083,1.79678640451244,1.16704918233677,1.348659231399,1.30832572018265
"Deshierbe",1.10500989846996,0.640678605425114,0.306393204218006,0.745473936818391,0.942981491101777,0.110875240824455,0.197132087715226,0.256952427804555,0.33402024238807,0.0132899280058934,0.523408183389437,0.799277571935212,0.0212774119136808,0.532181647858179,0.148943171685583,0.516338699062366,0.390316450867449,0.432839113039384,0.244436191360346,0.738060237260471,0.518277319395874,0.488897499502774,0,0.426005737727367,0.391062280367359,0.306472015020052,0.235672971798318,0.636369257308087,0.644991847304689,0.6105706933938,0.115486483887614,0.510612731844862,0.828156982633662,0,0.155601063890793,0.772456132223159,0.756251835674423,0.441186851466318,0.497253272103666,0.575833526263208,0.63841607986716,0.538284818949021,0.540547720097895,0.191571173248089,1.18948955265665,0.483132782027916,0.298201998744965,0.622112610826823,0.844310391510487,1.1118371483643,0.344675391372362,0.0265283222046435,0.714358498770128,0.938665149484857,0.557630689765283,0.671451646270483,0.752128306950587,0.15953872053179,0.406040938766639,0.0114309509514368,0,0.526212424577977,0.575412837713189,0.60174691668185,0.330734811952746,0.0720774257758306,0.822877910927582,0.48485614259557,0.463635305932282,0.165907655097751,0.392180839869535,0.66040281428299,0.716085938315831,0,0.900249586641772,0,0,0.516288503705591,0.454659961372341,0.512943342543155,0.69462936884832,0.463883379181751,0.628584200429598,0.77027477960943,0.456614212921861,0.957971240120408,1.11959136377214,0.464345821346217,0.604299116726537,0.3074185963823,0.3340175145326,0.721463682409508,0.870668767595882,0.764214984005164,0,0.256290550255048,0.478358277732339,0.363304658278914,0.514955431044436,0.364163300686475
"Rastreo",1.35347740888673,1.90212604073511,1.03714409999216,1.11079974820646,1.2859627339204,1.06896861239748,1.33635044617466,1.12344817155818,1.218403991488,0.984118711148081,1.8343883838005,1.21749817162338,1.15327744368951,0.986403872784604,1.47860292488477,1.06507224680299,1.34120430803845,1.16480514218522,1.6235451977026,1.43964843945345,1.12983012205107,1.93718207671951,0.794980577591562,1.12472950300239,1.34448519414992,1.30602492218849,1.24418004762213,0.920284416509675,1.32892752100009,1.12410274620147,1.03252548405778,1.63053002462025,1.5265147489405,0.877874784589565,0.824937444274796,1.35011825119871,1.16796049550591,1.26271316437949,1.2828919213098,1.60351903283423,0.966337850410435,0.775048746394093,1.6061108260419,1.51196946359085,1.64744069544793,0.791054469117807,1.74783102902899,1.20412543574585,1.07714385961653,1.02165921467951,0.936823683142166,0.712080499539261,1.39960312483206,1.42478086578088,1.43997802476741,0.851294056906463,1.32770255865446,0.780459503746199,1.45477473329987,1.30062720009493,0.890009502789045,1.34129768383557,1.38834399940897,1.01271280511264,1.07815055430761,1.38616592952196,1.0325542904887,0.956909333777278,1.3722036230282,0.98217856221952,1.35859271042736,1.37768889710825,0.803148707380274,0.890586731976441,1.20542777088889,1.05268229588298,1.4431007998881,1.30773190363489,1.32910790345076,1.18649285994236,1.50640755859167,0.959890020095154,1.55515980960936,1.64327771869254,1.11437148361521,1.51532887749275,1.37560839814773,1.51117638138937,1.12094590837122,1.36973643366854,1.3150337275658,1.45417297336957,1.74152279529113,1.44240602032988,1.09741062227169,1.39364555221324,1.39330267805481,0.855980497381579,1.19555415649978,1.32854365300885
"Barbecho",0.644727931802464,1.19336597491734,1.13975840147659,0.821626181585785,0.997116693583868,0.617093097733481,1.13834797468767,0.686345609804528,1.11966039791067,0.633798447317741,1.00576773632046,0.428349886416492,0.822996400972529,1.0562776357262,1.09866529154868,0.365360789228214,0.656061693821201,0.883513468424384,0.81948268542563,1.1201679671079,0.615678815864755,1.01143483297106,0.46239226608038,0.320489327033706,0.652107370205136,0.865597261858234,0.733547438348907,0.493392272467481,1.49877751309382,1.18547877965821,0.410064919117637,0.669957656704671,1.15369391919351,0.558599044851483,0.249074357946228,1.14940826951226,0.828358719641398,0.985215145023458,1.0236907502203,1.13817744214674,1.08442587976369,0.597205768154155,1.01726311331331,0.884372691195131,1.28211012783846,0.898437325901661,0.80544095323193,1.00017485353945,0.357742761482812,0.742831528513234,0.962457797008628,0.500533421011479,0.861987482756184,0.686936402209686,0.923687914979245,0.651189914898175,1.27482279815398,1.35019127304951,0.730103018655997,0.637251389590947,1.0668232649844,0.82918208377476,0.548883227844187,0.381835531714915,0.390894004511568,0.943128655616617,0.447576168096271,0.919664532392179,1.257548024655,0.574056663316741,0.949213603624213,1.25600125467732,0.911941211222646,1.03808642623724,1.08292294265039,0.810596954248998,0.765085622508928,0.597231424047277,1.24570827912254,0.952964341897276,1.11512661025253,0.938014106281052,0.990512738922715,0.928629686200302,1.21873186400087,1.3579474175534,0.967470619659946,1.21691214223175,0.666709573009858,0.523049925058197,0.796371412771109,0.962563660393944,1.55156092420647,1.14285966148493,0.799794946653431,1.06012379874127,0.916342722191781,0.653705048875962,0.82825067546725,1.00564870153583
"Subsoleocinceleopiqueoescarificado",0.396753465664852,0.682266072603198,0.351300886874483,0.367623987565802,0.913523862420927,0.441079202215541,0.717327574102017,0.415651160452275,0.607945786440118,0.367303062875785,0.433025458222742,0.234448856360026,0.522925856136157,0.932525255468477,0.300117793969821,0.558966431882387,0.0298571674980378,0.509563348323839,0.645706202872711,0.658846914592099,0.640120365071525,0.557340207157308,0.54249310402034,0.279016427537978,0.507299309188379,0.542188291300496,0.518918606965213,0.369134115412373,1.02360251133161,0.402517160270823,0.101065206536093,0.387108594583241,0.403216535163822,0.581477004086702,0.243511483747444,0.559982521995798,0.674489383389875,0.701045423047923,0.304555440040635,1.1267216853122,0.661708698949623,0.545641843187803,0.505639607531821,0.089482645152394,1.08406145660517,0.628320311106879,0.3358040098573,0.18285273154137,0.49935969648305,0.388999802065375,0.497768728793946,0.467630123454219,0.935889671048043,0.687602808698186,0.573480553581493,0.644681455793015,0.750159447457389,0.527729792377599,0.4263385124257,0.304963995683083,0.858794449751849,0.122574641488164,0.344117875473711,0.112497872593063,0.563950939951,0.14117888825653,0.266832728844936,0.37691360866339,0.660087973117199,0,0.287482358717053,0.891195172758173,0.597316962410751,0.895928513776788,0.590679101044468,0.135842458707647,0.455559356046261,0.542235759686455,0.635719920721141,0.583571622022766,0.27873641930199,0.557566986885774,0.561127989632918,0.988426441043976,0.597305324114104,0.369849908275819,0.447616002937729,0.94606321230854,0.55306536468101,0.362601656317383,0.219634822823072,0.431674201527062,0.883345925591217,0.54814724206039,0.206918977670042,0.633718971950927,0.675652367866538,0.433851136453909,0.379431617647784,0.624038608172668
"Rastraprebarbecho",0.547361508182171,0.671698991309364,0.431520159558081,0.19653339218073,1.08514162904616,0.695719905962442,0.611062253945331,0.171552786698037,0,0.454330293001061,0.826836103999918,0.342899338768466,1.04761605631752,0.421855238793749,0.327455055605254,0.307432307916119,0.554351594947783,0,0.499947034672547,0.394925328008235,0.587789705257972,0.171049212436216,0.316146725897668,0.623220225877283,0.583544210520685,0.35784664676578,0.223029582404316,0.651058736375702,1.01257542096066,0.696136903275558,0.653472499316764,0.371110385083622,0.85274703177216,0.299829728775591,0.202573374962237,0.646619249355754,0.661160373004926,0.411301001620413,0.658310395544722,1.04614012643469,0.1939341143628,0.352412590715577,0.74041999100732,0.111321955607349,0.970289369438458,0.574891040714333,0.254389128965758,0.554076048330459,0.64397166537646,0.698265235279231,0.733224682400038,0.135974928184998,0.751102594668833,0.452952908511383,0.721359079276006,0.596290443507607,0.743066023085452,0.59713586595219,0.994979650385848,0,0.613082199380792,0,0.139328906734431,0.254711005990483,0.314638605765427,0.270158391482265,0.581553563668948,0.135361949327558,0,0.507160541405066,0,0.897478357398666,0.505183667515921,0.854581220141625,0.781090496153784,0.251353029716985,0.492794451683121,0.453036168938096,0.250269331681904,0.462165154135036,0.586779927620557,0.749528840983703,0.583929865865235,0.634485980600763,0.84149941578774,0.446600444664948,0.394778410614078,0.628753533564428,0.365301875028165,0.56698793281074,0.538868059798313,0.690507980095601,1.16246405381536,0.596601771183152,0.544785391859405,0.749567971895351,0.508084552684731,0.207668302381267,0.7353598602257,0.728856517884284
"Reformaciondecamassurcos.1",0.257178164102279,1.02759166560728,0.831782852137484,0.882062350192882,0.757793293560627,0.860491862367644,0.604844151595222,0.488949450578363,0.593350119519426,0.693675495061093,1.13189031714428,0.368245103202203,0.806526415394389,0.683121900224328,0.0390657903966961,0.637127588049404,0.657809721353989,0.913080467568595,0.874111522124444,0.531602282600983,0.390375280803763,0.884043777535954,0.278827665967683,0.626335366777148,0.813281997290017,0.811793608299851,1.02418383685192,0.435659258797875,1.07381686885163,1.03910345366358,0.531366174918907,0.652160151455112,0.763294836650004,0.819587225592572,0.638022097633346,0.711265178658714,0.674668172714518,0.668866400391608,0.894291207967198,0.757408905120907,0.955009898585082,0.489822715411655,0.929261717142911,0.672144060182841,1.12095926514639,0.846218086216985,0.531385927530022,0.353437424274882,0.609129006362327,0.892674768482423,1.00018863053827,0.432052404220464,0.930692432030982,1.07054245179087,1.00843730125343,0.704693876069253,0.673297061741706,0.354988383826326,0.672146590653816,0.584536216980453,0.606540699443818,0.965117952885371,0.21812445534508,1.03797714680879,0.766052381632109,0.281579361124851,0.627357168675867,0.707640380547086,0.890331494125829,0.459373202654505,0.552773505799224,1.17553304684744,0.599960744740854,0.366841321406955,0.48403107056871,0.627692477475892,0.920328815460486,0.652414176050348,0.528150944088083,0.926347099886686,0.841384124138195,0.439951544050807,0.919548680578109,1.01973891244739,0.768843153343252,0.646833257993318,0.887044406556184,1.27268754403684,0.465665477631711,0.450855009102072,0.678646524148942,1.18901925530429,1.1874219956953,0.953700158384311,0.475277813859558,1.02910295779741,0.864388426654922,0.506931376675971,0.47255455151436,0.86978178855414
"tipo_de_semilla",3.79224329873002,3.94176283207402,3.47261425077622,3.81628775700084,4.17055357925957,4.31661165900908,4.46922095466629,4.60978178942304,3.69399052029668,3.89152124972659,4.07048963523284,4.1780972034396,4.94172853800572,3.72115544914973,4.90866863657775,4.24321659593288,4.02196739354353,4.05881902552972,3.29071985508036,3.8070938039391,3.68210345368491,3.87331946173075,4.35016606298448,4.6329843841817,4.16117341001585,4.44123617699064,4.370353934752,3.60903256298997,4.83486212695422,3.85342786140014,3.95417802468494,4.69714013047461,4.38425908912874,3.85557700954253,4.57482499096395,3.0391235983022,3.13303021290888,3.46828035506071,4.39631882453897,3.4746507211253,4.90311958888009,3.19875042348989,4.38740107964742,4.32595186909486,4.1550439053559,4.20552945005022,4.53657530572363,4.21998505744017,3.65374802054214,3.53843300854476,3.64789012372971,4.55740626453644,3.44890425467338,3.49897802785383,4.03418385974155,3.87398789098712,4.23390691528859,3.87831267947352,3.94153227650618,4.17948817553969,3.67020717875698,4.22376225413694,4.48163085066233,4.23660824601544,4.20867679518221,4.57062237127402,3.46358741194183,3.92897031541772,4.06168329848633,4.36681468837081,3.64051667175561,3.51110927154596,3.95065957294315,4.26463088287952,4.05336941386841,4.2677794224778,3.81735937648551,4.48784938737437,4.76262105420744,4.27095057562362,4.08620998242661,4.11072610532496,4.3096567660873,4.07558770657706,3.78237979221593,3.98015088947215,3.5161302434855,4.09762514486831,4.86974583226681,4.66219726030303,4.25581790482617,4.34262923597675,4.14415548959296,3.93443181722808,3.90023115790434,4.25674067132089,3.93358713316543,3.97803394719577,4.2968937058925,3.6169809896788
"nombre_de_la_variedad_sembrada",5.90084878384521,5.16664971163425,5.39182373241533,5.35036503263196,5.18854493119999,5.24049600856273,5.05049181268725,5.33012136055153,4.57052480165301,5.74279624336156,5.37167773255779,6.22034667655369,5.7310351909125,5.35563154493407,4.82941009418117,4.914536535606,6.01662614872274,5.20012704745105,5.01794461749964,4.80602153281215,6.20696512613151,5.56055590310894,5.03896524115496,6.04708689361368,5.7938652138275,5.51664945558939,5.38801808224506,4.89048271052247,4.93079754015464,4.68559710949346,5.15877174746448,4.92774912726053,5.15939072618866,5.36267368434379,5.60640355555069,5.70566961515634,5.22992240337069,4.77186819603956,5.64916589846809,4.77476889212267,5.48731661810138,5.72873647051946,4.91492547595603,6.01998684942117,4.85353353162706,5.12360194145803,5.30022699791075,5.32978197137543,4.92256797268085,5.46319475096249,4.85228082462229,5.92447505508403,5.15715593445402,5.42970758498462,5.06110152723957,4.98903713539871,5.44453251056847,5.31912713688044,5.05312188152597,4.80887621877549,5.83023455757163,4.94076772144469,5.10853760469726,5.41266177073011,4.95343136171531,5.97172950167525,5.3714602285473,4.90083753583913,4.94480953602708,5.56389084871016,4.7376780583406,4.54792296048665,5.50673490391472,5.65264611811679,5.14972214119809,5.221810990591,5.30984551174161,4.88363365573255,4.9735422404987,5.42667886363056,5.32933718686424,5.37211292776269,5.12818341647739,4.69610862373291,4.90475317694382,4.73417860572454,5.05036056469065,5.79692739692664,5.17046755427268,5.10194336860907,5.71184979921914,5.51283727104464,4.8802035980603,5.07040958755274,5.5378125683927,5.55421103705054,4.87878674619056,5.32751610813852,5.51500487289972,5.0470592178432
"densidad_de_siembra_en_numero_de_semillas__semillas_ha",6.7442023134366,5.94257720542117,6.44154986033295,7.08715621632605,6.21133344645314,6.355675194393,6.80254053745058,6.76503014633621,6.23384177438614,7.60499172012367,6.03727352599673,7.7997200107906,7.158849164743,7.04985068339683,7.52730675770057,7.37687102185973,7.06563347708723,7.05316929335919,6.35665779147419,7.20418308286307,7.43933757033763,6.47331371140071,7.21824703590785,7.47451478932262,6.91113646061176,6.89930583267004,7.38333953932074,7.12546299780885,6.13759814248153,6.41185063845494,7.03622836687655,6.24644344645117,6.64207131197512,6.03244106611098,8.03331443239885,6.5380227928804,6.08534725048978,6.87416138080124,7.23698105031475,5.82517413370354,7.14064544740739,6.5103525390905,6.55375099587368,6.8197978029786,6.87761047547711,6.80803131633101,6.43870016729151,7.92184270518195,6.31345897343793,5.71785202328442,6.36611873634086,6.7196643939517,6.30674084974703,6.08163021986904,6.10529381671199,6.62722993879432,6.96271913718469,6.72775009925437,6.90195996516727,7.3585779406043,7.11565394665539,6.58063907900176,6.89660666724337,7.39319266635281,6.94919773932358,7.78252897479642,7.21509992012128,6.54591644147673,6.97863296082045,7.30688284616424,8.58891534816033,5.81243522703821,7.11736803942608,7.47302344164984,7.31368705239793,6.83147232218386,7.75908942036794,7.06715532278058,6.37243966731657,6.0466495881581,7.26818135658605,6.79125891340664,6.84480442249471,6.85266578311636,6.37939291514958,6.35065966746027,6.398964039982,5.8800721243373,7.20430203262277,6.9266819667247,8.11702460631747,6.60518927442147,6.54086890764586,6.31601926725818,5.97763097333379,6.26088911841064,5.82129889124394,6.39407334102657,7.07783565607754,6.11012408266665
"humedad_de_la_tierra_al_sembrar",2.14216468604494,2.15110370343332,1.97804519826767,1.70482893210819,2.03178756037429,2.1410445701802,1.76616513618762,1.46611850916877,1.66649257321896,2.03483833227041,1.7876806724147,1.95194687879406,1.50924115471567,1.78431609250631,2.37413088496407,1.892906087993,1.99237588145044,2.15021868799116,1.94407769609436,1.86478027772981,1.53774031226917,2.06020392236556,1.95886158379246,1.45154083312145,1.99775857617338,1.9368479846386,1.72675335978343,1.87308283637756,2.13437703173883,2.01772246552036,2.19323684402272,1.91729596421115,1.57046311649687,1.85812602913479,2.08307785861899,1.96640060629556,2.01607045350324,1.98024159353379,1.98378484425609,1.97122344102173,1.6096524840889,2.04994789553159,2.13907536928902,1.86652178824039,1.86772039954858,2.19758261843005,1.81662543863519,2.10030248721219,1.75875300483955,2.24476145348456,2.37882477369908,1.94980982700569,1.82332143244055,2.15012013902613,2.04576763919242,1.84797075175262,1.89054404920329,2.30521706673869,2.16149278128229,1.9632887101943,1.45149253237765,1.81052469895483,2.1056662074757,1.74256602605124,2.0106702408951,1.75513376497223,1.90652954110139,1.9125909326947,2.16664023797288,1.83522387408225,1.91603699641615,2.13969948209098,2.10765064864324,2.07821987968765,1.93141737012069,2.18396028114217,1.59007181826101,2.05191065549343,1.90478533651801,2.13367099682812,1.96370893864133,2.27898717009572,1.99604399513718,2.06673092544271,2.46174588377579,2.03594207487551,3.15001483934975,1.76989051705494,1.7494918652374,1.83908150270298,2.00039401772005,2.43200004131237,1.95891256590391,1.94325462360027,1.58861387739395,1.87685296845374,2.04126817061857,1.70288587048165,2.03081764270965,1.57500074348046
"tipo_de_siembra",0.749928168454862,0.88486103461038,0.527926513801769,0.683117750553851,0.978984100951146,0.396809798556688,0.784114106808548,0.155624511500849,0.714395859027445,0.509190099896097,1.05078591765999,0.303712457993611,0.605283948920333,0.67164903053384,0.396867716198466,0.776722737379893,0.562503604193611,0.849258727957652,0.363303415010101,0.810353405621298,0.412280724597072,0.601417012195419,0.47903266631438,0.607262895267165,0.528386879651131,0.661101519553934,0.391116126786338,0.660363331202309,0.882057917873538,0.904372830509739,0.374474108304847,0.700630572833146,0.728604865999347,0.358775137268599,0.199668691067191,0.602409891282783,0.791942554415028,0.797511501623837,0.578188919227601,1.01786196050105,0.63051188304775,0.669096696739067,0.822803489931801,0.120110853820232,0.78577831292198,0.633484368864523,0.773150901540531,0.416374309459811,0.745464826879675,0.472076489268366,0.84025344158395,0.194647436000675,0.808103213459721,0.649229479063179,1.06889176793739,0.60597957262391,0.661084477075729,0.559059964586735,0.685865091598494,0.51986314354343,0.378453737941385,0.27914954237142,0.330763356123803,0.662246834179849,0.429252769808904,0.326683397786088,0.552073856108078,0.524890976995448,0.801681544605301,0.390198319920881,0.280588073808942,0.940909405494334,0.76743852835914,0.54520717921225,0.770775107118025,0.338144473937689,0.605830840619831,0.611654191383122,0.542599707903906,0.887519954059407,0.821906304077949,0.76632944049442,0.520635427914966,0.954716414163842,0.724642592453424,0.641009871264467,0.589209493356659,0.483977174951475,0.605340484424273,0.336243606877189,0.410576062033407,0.63147190013076,0.798119803859253,0.865129157231033,0.126298544458758,0.910314445405742,1.08562595047389,0.628350771101155,0.655264490175995,0.488601182136681
